,artist,album,track_title,track_n,lyric,line,year,keywords,sadness,joy,fear,disgust,anger
69,Taylor Swift,Taylor Swift,Picture To Burn,2,I'm just sitting here planning my revenge,15,2006,revenge,0.377066,0.017145,0.101833,0.042338,0.482996
70,Taylor Swift,Taylor Swift,Picture To Burn,2,There's nothing stopping me,16,2006,,0.148831,0.179551,0.091248,0.074744,0.088473
71,Taylor Swift,Taylor Swift,Picture To Burn,2,From going out with all of your best friends,17,2006,best friends,0.18071900000000002,0.6911619999999999,0.081433,0.018505,0.041023000000000004
72,Taylor Swift,Taylor Swift,Picture To Burn,2,And if you come around saying sorry to me,18,2006,,0.830225,0.037407,0.137899,0.073366,0.0506
73,Taylor Swift,Taylor Swift,Picture To Burn,2,My daddy's gonna show you how sorry you'll be,19,2006,daddy's gonna,0.420019,0.029524,0.341009,0.036237,0.050092000000000005
74,Taylor Swift,Taylor Swift,Picture To Burn,2,I hate that stupid old pickup truck,20,2006,stupid old pickup truck,0.294969,0.000579,0.07348500000000001,0.21090599999999998,0.725288
75,Taylor Swift,Taylor Swift,Picture To Burn,2,You never let me drive,21,2006,,0.048399,0.144229,0.152517,0.051326,0.292894
76,Taylor Swift,Taylor Swift,Picture To Burn,2,You're a redneck heartbreak,22,2006,redneck heartbreak,0.723086,0.073729,0.101122,0.029629000000000006,0.061123000000000004
77,Taylor Swift,Taylor Swift,Picture To Burn,2,Who's really bad at lying,23,2006,,0.571693,0.005587,0.15301199999999998,0.20865799999999998,0.427353
78,Taylor Swift,Taylor Swift,Picture To Burn,2,So watch me strike a match,24,2006,match,0.27519099999999996,0.198456,0.285193,0.184015,0.164123
79,Taylor Swift,Taylor Swift,Picture To Burn,2,On all my wasted time,25,2006,time,0.194196,0.02684,0.11071900000000001,0.111257,0.760145
80,Taylor Swift,Taylor Swift,Picture To Burn,2,As far as I'm concerned you're,26,2006,,0.057352999999999994,0.050876,0.48127,0.07184600000000001,0.240148
81,Taylor Swift,Taylor Swift,Picture To Burn,2,Just another picture to burn,27,2006,picture,0.397876,0.042363,0.377267,0.222306,0.313913
82,Taylor Swift,Taylor Swift,Picture To Burn,2,And if you're missing me,28,2006,,0.916667,0,0.931034,0,0
83,Taylor Swift,Taylor Swift,Picture To Burn,2,You'd better keep it to yourself,29,2006,,0.133548,0.720252,0.020479,0.011355,0.077914
84,Taylor Swift,Taylor Swift,Picture To Burn,2,'Cause coming back around here,30,2006,Cause,0.394448,0.14582799999999999,0.229202,0.034673,0.18045799999999998
85,Taylor Swift,Taylor Swift,Picture To Burn,2,Would be bad for your health,31,2006,health,0.581795,0.020564,0.318425,0.18816,0.21485300000000002
86,Taylor Swift,Taylor Swift,Picture To Burn,2,Cause I hate that stupid old pickup truck,32,2006,stupid old pickup truck,0.363904,0.000478,0.079746,0.167884,0.69568
87,Taylor Swift,Taylor Swift,Picture To Burn,2,You never let me drive,33,2006,,0.048399,0.144229,0.152517,0.051326,0.292894
88,Taylor Swift,Taylor Swift,Picture To Burn,2,You're a redneck heartbreak,34,2006,redneck heartbreak,0.723086,0.073729,0.101122,0.029629000000000006,0.061123000000000004
89,Taylor Swift,Taylor Swift,Picture To Burn,2,Who's really bad at lying,35,2006,,0.571693,0.005587,0.15301199999999998,0.20865799999999998,0.427353
90,Taylor Swift,Taylor Swift,Picture To Burn,2,So watch me strike a match,36,2006,match,0.27519099999999996,0.198456,0.285193,0.184015,0.164123
91,Taylor Swift,Taylor Swift,Picture To Burn,2,On all my wasted time,37,2006,time,0.194196,0.02684,0.11071900000000001,0.111257,0.760145
92,Taylor Swift,Taylor Swift,Picture To Burn,2,In case you haven't heard,38,2006,case,0.179525,0.072798,0.029283999999999998,0.128747,0.130427
93,Taylor Swift,Taylor Swift,Picture To Burn,2,I really really hate that,39,2006,,0.241207,0.016485,0.061380999999999984,0.212213,0.767299
94,Taylor Swift,Taylor Swift,Picture To Burn,2,I hate that stupid old pickup truck,40,2006,stupid old pickup truck,0.294969,0.000579,0.07348500000000001,0.21090599999999998,0.725288
95,Taylor Swift,Taylor Swift,Picture To Burn,2,You never let me drive,41,2006,,0.048399,0.144229,0.152517,0.051326,0.292894
96,Taylor Swift,Taylor Swift,Picture To Burn,2,You're a redneck heartbreak,42,2006,redneck heartbreak,0.723086,0.073729,0.101122,0.029629000000000006,0.061123000000000004
97,Taylor Swift,Taylor Swift,Picture To Burn,2,Who's really bad at lying,43,2006,,0.571693,0.005587,0.15301199999999998,0.20865799999999998,0.427353
98,Taylor Swift,Taylor Swift,Picture To Burn,2,So watch me strike a match,44,2006,match,0.27519099999999996,0.198456,0.285193,0.184015,0.164123
99,Taylor Swift,Taylor Swift,Picture To Burn,2,On all my wasted time,45,2006,time,0.194196,0.02684,0.11071900000000001,0.111257,0.760145
100,Taylor Swift,Taylor Swift,Picture To Burn,2,As far as I'm concerned you're,46,2006,,0.057353,0.050876,0.48127,0.07184600000000001,0.240148
101,Taylor Swift,Taylor Swift,Picture To Burn,2,Just another picture to burn,47,2006,picture,0.397876,0.042363,0.377267,0.222306,0.313913
102,Taylor Swift,Taylor Swift,Picture To Burn,2,"Burn, burn, burn, baby, burn",48,2006,Burn,0.400572,0.068412,0.388023,0.173814,0.3149
103,Taylor Swift,Taylor Swift,Picture To Burn,2,You're just another picture to burn,49,2006,picture,0.315015,0.044336,0.371082,0.239396,0.374349
104,Taylor Swift,Taylor Swift,Picture To Burn,2,"Baby, burn",50,2006,Baby,0.283643,0.221232,0.337527,0.225817,0.211266
105,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,Drew looks at me,1,2006,Drew,0.144986,0.51007,0.023879,0.035019,0.025336
106,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,I fake a smile so he won't see,2,2006,smile,0.121087,0.78986,0.015833,0.041664,0.07375
107,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,That I want and I'm needing,3,2006,,0.31491,0.051255,0.189005,0.064877,0.130661
108,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,Everything that we should be,4,2006,,0,0,0,0,0
109,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,"I'll bet she's beautiful, that girl he talks about",5,2006,girl,0.061292,0.776751,0.049185,0.108439,0.023272
110,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,And she's got everything that I have to live without,6,2006,,0.15518800000000002,0.107818,0.422303,0.038864,0.160939
111,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,Drew talks to me,7,2006,talks,0.321524,0.30285500000000004,0.083603,0.04405,0.086785
112,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,I laugh 'cause it's so damn funny,8,2006,,0.054637,0.632915,0.032458999999999995,0.026909,0.328006
113,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,That I can't even see,9,2006,,0.4695180000000001,0.106567,0.112056,0.046888,0.089312
114,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,Anyone when he's with me,10,2006,,0,0,0,0,0
115,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,"He says he's so in love, he's finally got it right",11,2006,love,0.070376,0.884181,0.010769,0.024149,0.00868
116,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,I wonder if he knows he's all I think about at night,12,2006,night,0.335312,0.194396,0.37927,0.06512799999999999,0.13713499999999998
117,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,He's the reason for the teardrops on my guitar,13,2006,reason,0.160677,0.573348,0.190354,0.013846,0.121458
118,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,The only thing that keeps me wishing on a wishing star,14,2006,only thing,0.465879,0.388832,0.144345,0.043112,0.036434
119,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,He's the song in the car,15,2006,song,0.136738,0.666299,0.112382,0.028309,0.079817
120,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,"I keep singing, don't know why I do...",16,2006,,0.297109,0.152048,0.122793,0.087498,0.154066
121,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,Drew walks by me,17,2006,Drew,0.22819,0.5482060000000001,0.08856,0.050302,0.06128
122,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,Can't he tell that I can't breathe?,18,2006,,0.148982,0.101961,0.105239,0.08567999999999999,0.108231
123,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,"And there he goes, so perfectly",19,2006,,0.117709,0.594441,0.045334,0.01509,0.015381
124,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,The kind of flawless I wish I could be,20,2006,kind,0.626409,0.098879,0.270906,0.039517,0.10472
125,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,"She'd better hold him tight, give him all her love",21,2006,love,0.073573,0.811709,0.016143,0.007708,0.03534
126,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,Look in those beautiful eyes and know she's lucky 'cause,22,2006,beautiful eyes,0.06878,0.874432,0.048011,0.002836,0.003514
127,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,He's the reason for the teardrops on my guitar,23,2006,reason,0.160677,0.573348,0.190354,0.013846,0.121458
128,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,The only thing that keeps me wishing on a wishing star,24,2006,only thing,0.465879,0.388832,0.144345,0.043112,0.036434
129,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,He's the song in the car,25,2006,song,0.136738,0.666299,0.112382,0.028309,0.079817
130,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,"I keep singing, don't know why I do...",26,2006,,0.297109,0.152048,0.122793,0.087498,0.154066
131,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,"So I drive home alone, as I turn off the light",27,2006,light,0.356811,0.064214,0.5045430000000001,0.063678,0.106729
132,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,I'll put his picture down and maybe get some sleep tonight,28,2006,sleep tonight,0.308573,0.195909,0.354844,0.127144,0.16626400000000002
133,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,He's the reason for the teardrops on my guitar,29,2006,reason,0.160677,0.573348,0.190354,0.013846,0.121458
134,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,The only one who's got enough of me to break my heart,30,2006,heart,0.844245,0.048427,0.098972,0.048533,0.032381
135,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,He's the song in the car,31,2006,song,0.136738,0.666299,0.112382,0.028309,0.079817
136,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,"I keep singing, don't know why I do...",32,2006,,0.297109,0.152048,0.122793,0.087498,0.154066
137,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,"He's the time taken up, but there's never enough",33,2006,time,0.241283,0.198439,0.105514,0.083583,0.132847
138,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,And he's all that I need to fall into,34,2006,,0.473003,0.018828,0.391142,0.046975,0.105319
139,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,Drew looks at me,35,2006,Drew,0.144986,0.51007,0.023879,0.035019,0.025336
140,Taylor Swift,Taylor Swift,Teardrops On My Guitar,3,I fake a smile so he won't see,36,2006,smile,0.121087,0.78986,0.015833,0.041664,0.07375
141,Taylor Swift,Taylor Swift,A Place In This World,4,"I don't know what I want, so don't ask me",1,2006,,0.28383200000000003,0.079441,0.120129,0.062175,0.148631
142,Taylor Swift,Taylor Swift,A Place In This World,4,Cause I'm still trying to figure it out,2,2006,,0.607819,0.061337,0.325896,0.046185,0.121015
143,Taylor Swift,Taylor Swift,A Place In This World,4,"Don't know what's down this road, I'm just walking",3,2006,road,0.186141,0.325507,0.28988200000000003,0.075321,0.167238
144,Taylor Swift,Taylor Swift,A Place In This World,4,Trying to see through the rain coming down,4,2006,rain,0.398761,0.120725,0.35296,0.033878,0.08392000000000001
145,Taylor Swift,Taylor Swift,A Place In This World,4,Even though I'm not the only one,5,2006,,0.471246,0.284197,0.16841199999999998,0.046503,0.07495399999999999
146,Taylor Swift,Taylor Swift,A Place In This World,4,Who feels the way I do,6,2006,way,0,0,0,0,0
147,Taylor Swift,Taylor Swift,A Place In This World,4,"I'm alone, on my own, and that's all I know",7,2006,,0.770664,0.023602,0.28430300000000003,0.01369,0.069285
148,Taylor Swift,Taylor Swift,A Place In This World,4,"I'll be strong, I'll be wrong, oh but life goes on",8,2006,life,0.6082420000000001,0.19702,0.225314,0.053757000000000006,0.086923
149,Taylor Swift,Taylor Swift,A Place In This World,4,"Oh, I'm just a girl, trying to find a place in this world",9,2006,girl,0.119434,0.576176,0.106543,0.103344,0.123973
150,Taylor Swift,Taylor Swift,A Place In This World,4,"Got the radio on, my old blue jeans",10,2006,old blue jeans,0.413534,0.315709,0.058768,0.013709,0.13159300000000002
151,Taylor Swift,Taylor Swift,A Place In This World,4,And I'm wearing my heart on my sleeve,11,2006,heart,0.175081,0.497044,0.099381,0.06299400000000001,0.018918
152,Taylor Swift,Taylor Swift,A Place In This World,4,"Feeling lucky today, got the sunshine",12,2006,lucky today,0.038008,0.8540770000000001,0.109423,0.006257,0.007395
153,Taylor Swift,Taylor Swift,A Place In This World,4,Could you tell me what more do I need,13,2006,,0.226297,0.043803,0.122828,0.021775,0.071155
154,Taylor Swift,Taylor Swift,A Place In This World,4,"And tomorrow's just a mystery, oh yeah",14,2006,tomorrow,0.203339,0.188971,0.329538,0.013396000000000002,0.044991
155,Taylor Swift,Taylor Swift,A Place In This World,4,But that's OK,15,2006,,0,0,0,0,0
156,Taylor Swift,Taylor Swift,A Place In This World,4,"I'm alone, on my own, and that's all I know",16,2006,,0.770664,0.023602,0.28430300000000003,0.01369,0.069285
157,Taylor Swift,Taylor Swift,A Place In This World,4,"I'll be strong, I'll be wrong, oh but life goes on",17,2006,life,0.6082420000000001,0.19702,0.225314,0.053757000000000006,0.086923
158,Taylor Swift,Taylor Swift,A Place In This World,4,"Oh, I'm just a girl, trying to find a place in this world",18,2006,girl,0.119434,0.576176,0.106543,0.103344,0.123973
159,Taylor Swift,Taylor Swift,A Place In This World,4,Maybe I'm just a girl on a mission,19,2006,girl,0.220275,0.276173,0.091835,0.208812,0.087016
160,Taylor Swift,Taylor Swift,A Place In This World,4,But I'm ready to fly,20,2006,,0.035869,0.608639,0.201607,0.035353,0.056197
161,Taylor Swift,Taylor Swift,A Place In This World,4,"I'm alone, on my own, and that's all I know",21,2006,,0.770664,0.023602,0.28430300000000003,0.01369,0.069285
162,Taylor Swift,Taylor Swift,A Place In This World,4,"I'll be strong, I'll be wrong, oh but life goes on",22,2006,life,0.6082420000000001,0.19702,0.225314,0.053757000000000006,0.086923
163,Taylor Swift,Taylor Swift,A Place In This World,4,"Oh I'm alone, on my own, and that's all I know",23,2006,,0.671172,0.022668,0.385175,0.012239,0.070043
164,Taylor Swift,Taylor Swift,A Place In This World,4,"Oh I'm just a girl, trying to find a place in this world",24,2006,girl,0.119434,0.576176,0.106543,0.103344,0.123973
165,Taylor Swift,Taylor Swift,A Place In This World,4,Oh I'm just a girl,25,2006,girl,0.215851,0.362666,0.15016300000000002,0.272173,0.070645
166,Taylor Swift,Taylor Swift,A Place In This World,4,"Oh I'm just a girl, oh, oh",26,2006,girl,0.228714,0.227187,0.215037,0.119267,0.090874
167,Taylor Swift,Taylor Swift,A Place In This World,4,Oh I'm just a girl,27,2006,girl,0.215851,0.362666,0.15016300000000002,0.272173,0.070645
168,Taylor Swift,Taylor Swift,Cold as You,5,You have a way of coming easily to me,1,2006,way,0.217868,0.43984,0.161592,0.054399,0.09919
169,Taylor Swift,Taylor Swift,Cold as You,5,"And when you take, you take the very best of me",2,2006,,0.044902,0.472026,0.054270000000000006,0.020019,0.052665
170,Taylor Swift,Taylor Swift,Cold as You,5,So I start a fight cause I need to feel something,3,2006,fight,0.44408,0.058953,0.459164,0.062191,0.170123
171,Taylor Swift,Taylor Swift,Cold as You,5,And you do what you want cause I'm not what you wanted,4,2006,,0.517606,0.017018000000000002,0.16675,0.060033,0.216826
172,Taylor Swift,Taylor Swift,Cold as You,5,"Oh what a shame, what a rainy ending given to a perfect day",5,2006,shame,0.559553,0.322093,0.059708,0.06803200000000001,0.088145
173,Taylor Swift,Taylor Swift,Cold as You,5,"Just walk away, no use defending words that you will never say",6,2006,words,0.115962,0.481183,0.130389,0.178484,0.172051
174,Taylor Swift,Taylor Swift,Cold as You,5,And now that I'm sitting here thinking it through,7,2006,,0.441171,0.051146,0.276397,0.293222,0.144822
175,Taylor Swift,Taylor Swift,Cold as You,5,I've never been anywhere cold as you,8,2006,,0.219245,0.014984,0.13936700000000002,0.058485,0.110406
176,Taylor Swift,Taylor Swift,Cold as You,5,You put up walls and paint them all a shade of gray,9,2006,walls,0.296759,0.083222,0.136741,0.16538,0.217661
177,Taylor Swift,Taylor Swift,Cold as You,5,And I stood there loving you and wished them all away,10,2006,,0.315006,0.613438,0.03037,0.062552,0.010219
178,Taylor Swift,Taylor Swift,Cold as You,5,And you come away with a great little story,11,2006,great little story,0.248043,0.649884,0.080322,0.047148,0.016041
179,Taylor Swift,Taylor Swift,Cold as You,5,Of a mess of a dreamer with the nerve to adore you,12,2006,mess of a dreamer,0.334125,0.039658,0.198794,0.121169,0.59967
